CUT,partido,votos
08314,EVOLUCION POLITICA,96
08314,FEDERACION REGIONALISTA VERDE SOCIAL,92
08314,FRENTE AMPLIO,807
08314,IGUALDAD,78
08314,IND,9746
08314,PARTIDO DE LA GENTE,442
08314,PARTIDO DEMOCRATA CRISTIANO,157
08314,PARTIDO DEMOCRATAS CHILE,398
08314,PARTIDO ECOLOGISTA VERDE,231
08314,PARTIDO NACIONAL LIBERTARIO,223
08314,PARTIDO RADICAL DE CHILE,94
08314,PARTIDO REPUBLICANO DE CHILE,123
08314,PARTIDO SOCIAL CRISTIANO,90
08314,UNION DEMOCRATA INDEPENDIENTE,73
09101,EVOLUCION POLITICA,16885
09101,FEDERACION REGIONALISTA VERDE SOCIAL,9108
09101,FRENTE AMPLIO,16154
09101,IND,424664
09101,MOVIMIENTO AMARILLOS POR CHILE,13705
09101,PARTIDO DE LA GENTE,16726
09101,PARTIDO DEMOCRATA CRISTIANO,2450
09101,PARTIDO DEMOCRATAS CHILE,3845
09101,PARTIDO ECOLOGISTA VERDE,5315
09101,PARTIDO NACIONAL LIBERTARIO,10401
09101,PARTIDO POR LA DEMOCRACIA,22277
09101,PARTIDO REPUBLICANO DE CHILE,27122
09101,PARTIDO SOCIAL CRISTIANO,8740
09101,PARTIDO SOCIALISTA DE CHILE,5688
09101,RENOVACION NACIONAL,14230
09101,UNION DEMOCRATA INDEPENDIENTE,7044
09102,EVOLUCION POLITICA,2293
09102,FEDERACION REGIONALISTA VERDE SOCIAL,1700
09102,FRENTE AMPLIO,890
09102,IND,39368
09102,MOVIMIENTO AMARILLOS POR CHILE,1278
09102,PARTIDO DE LA GENTE,1617
09102,PARTIDO DEMOCRATA CRISTIANO,188
09102,PARTIDO DEMOCRATAS CHILE,218
09102,PARTIDO ECOLOGISTA VERDE,615
09102,PARTIDO NACIONAL LIBERTARIO,436
09102,PARTIDO POR LA DEMOCRACIA,2296
09102,PARTIDO REPUBLICANO DE CHILE,1272
09102,PARTIDO SOCIAL CRISTIANO,260
09102,PARTIDO SOCIALISTA DE CHILE,295
09102,RENOVACION NACIONAL,923
09102,UNION DEMOCRATA INDEPENDIENTE,284
09103,EVOLUCION POLITICA,1214
09103,FEDERACION REGIONALISTA VERDE SOCIAL,582
09103,FRENTE AMPLIO,824
09103,IND,31944
09103,MOVIMIENTO AMARILLOS POR CHILE,776
09103,PARTIDO DE LA GENTE,1534
09103,PARTIDO DEMOCRATA CRISTIANO,184
09103,PARTIDO DEMOCRATAS CHILE,171
09103,PARTIDO ECOLOGISTA VERDE,467
09103,PARTIDO NACIONAL LIBERTARIO,700
09103,PARTIDO POR LA DEMOCRACIA,1707
09103,PARTIDO REPUBLICANO DE CHILE,1256
09103,PARTIDO SOCIAL CRISTIANO,362
09103,PARTIDO SOCIALISTA DE CHILE,235
09103,RENOVACION NACIONAL,2160
09103,UNION DEMOCRATA INDEPENDIENTE,211
09104,EVOLUCION POLITICA,383
09104,FEDERACION REGIONALISTA VERDE SOCIAL,277
09104,FRENTE AMPLIO,340
09104,IND,13956
09104,MOVIMIENTO AMARILLOS POR CHILE,308
09104,PARTIDO DE LA GENTE,573
09104,PARTIDO DEMOCRATA CRISTIANO,62
09104,PARTIDO DEMOCRATAS CHILE,50
09104,PARTIDO ECOLOGISTA VERDE,239
09104,PARTIDO NACIONAL LIBERTARIO,345
09104,PARTIDO POR LA DEMOCRACIA,544
09104,PARTIDO REPUBLICANO DE CHILE,575
09104,PARTIDO SOCIAL CRISTIANO,77
09104,PARTIDO SOCIALISTA DE CHILE,79
09104,RENOVACION NACIONAL,642
09104,UNION DEMOCRATA INDEPENDIENTE,179
09105,EVOLUCION POLITICA,46
09105,FEDERACION REGIONALISTA VERDE SOCIAL,425
09105,FRENTE AMPLIO,904
09105,IND,20888
09105,MOVIMIENTO AMARILLOS POR CHILE,401
09105,PARTIDO DE LA GENTE,912
09105,PARTIDO DEMOCRATA CRISTIANO,136
09105,PARTIDO DEMOCRATAS CHILE,588
09105,PARTIDO ECOLOGISTA VERDE,425
09105,PARTIDO NACIONAL LIBERTARIO,710
09105,PARTIDO POR LA DEMOCRACIA,825
09105,PARTIDO REPUBLICANO DE CHILE,441
09105,PARTIDO SOCIAL CRISTIANO,189
09105,RENOVACION NACIONAL,581
09105,UNION DEMOCRATA INDEPENDIENTE,887
09106,EVOLUCION POLITICA,1414
09106,FEDERACION REGIONALISTA VERDE SOCIAL,920
09106,FRENTE AMPLIO,851
09106,IND,41350
09106,MOVIMIENTO AMARILLOS POR CHILE,940
09106,PARTIDO DE LA GENTE,1845
09106,PARTIDO DEMOCRATA CRISTIANO,570
09106,PARTIDO DEMOCRATAS CHILE,225
09106,PARTIDO ECOLOGISTA VERDE,542
09106,PARTIDO NACIONAL LIBERTARIO,737
09106,PARTIDO POR LA DEMOCRACIA,2432
09106,PARTIDO REPUBLICANO DE CHILE,1510
09106,PARTIDO SOCIAL CRISTIANO,2655
09106,PARTIDO SOCIALISTA DE CHILE,289
09106,RENOVACION NACIONAL,749
09106,UNION DEMOCRATA INDEPENDIENTE,284
09107,EVOLUCION POLITICA,1204
09107,FEDERACION REGIONALISTA VERDE SOCIAL,340
09107,FRENTE AMPLIO,434
09107,IND,25542
09107,MOVIMIENTO AMARILLOS POR CHILE,872
09107,PARTIDO DE LA GENTE,1057
09107,PARTIDO DEMOCRATA CRISTIANO,135
09107,PARTIDO DEMOCRATAS CHILE,129
09107,PARTIDO ECOLOGISTA VERDE,379
09107,PARTIDO NACIONAL LIBERTARIO,622
09107,PARTIDO POR LA DEMOCRACIA,1775
09107,PARTIDO REPUBLICANO DE CHILE,1462
09107,PARTIDO SOCIAL CRISTIANO,224
09107,PARTIDO SOCIALISTA DE CHILE,201
09107,RENOVACION NACIONAL,1031
09107,UNION DEMOCRATA INDEPENDIENTE,205
09108,EVOLUCION POLITICA,181
09108,FEDERACION REGIONALISTA VERDE SOCIAL,1012
09108,FRENTE AMPLIO,2196
09108,IND,63898
09108,MOVIMIENTO AMARILLOS POR CHILE,851
09108,PARTIDO DE LA GENTE,2631
09108,PARTIDO DEMOCRATA CRISTIANO,285
09108,PARTIDO DEMOCRATAS CHILE,1950
09108,PARTIDO ECOLOGISTA VERDE,862
09108,PARTIDO NACIONAL LIBERTARIO,2244
09108,PARTIDO POR LA DEMOCRACIA,3160
09108,PARTIDO REPUBLICANO DE CHILE,2112
09108,PARTIDO SOCIAL CRISTIANO,644
09108,RENOVACION NACIONAL,3151
09108,UNION DEMOCRATA INDEPENDIENTE,3761
09109,EVOLUCION POLITICA,1345
09109,FEDERACION REGIONALISTA VERDE SOCIAL,651
09109,FRENTE AMPLIO,879
09109,IND,39998
09109,MOVIMIENTO AMARILLOS POR CHILE,1104
09109,PARTIDO DE LA GENTE,2017
09109,PARTIDO DEMOCRATA CRISTIANO,183
09109,PARTIDO DEMOCRATAS CHILE,190
09109,PARTIDO ECOLOGISTA VERDE,650
09109,PARTIDO NACIONAL LIBERTARIO,1153
09109,PARTIDO POR LA DEMOCRACIA,2500
09109,PARTIDO REPUBLICANO DE CHILE,1811
09109,PARTIDO SOCIAL CRISTIANO,303
09109,PARTIDO SOCIALISTA DE CHILE,298
09109,RENOVACION NACIONAL,1808
09109,UNION DEMOCRATA INDEPENDIENTE,429
09110,EVOLUCION POLITICA,719
09110,FEDERACION REGIONALISTA VERDE SOCIAL,426
09110,FRENTE AMPLIO,285
09110,IND,16740
09110,MOVIMIENTO AMARILLOS POR CHILE,392
09110,PARTIDO DE LA GENTE,697
09110,PARTIDO DEMOCRATA CRISTIANO,130
09110,PARTIDO DEMOCRATAS CHILE,100
09110,PARTIDO ECOLOGISTA VERDE,490
09110,PARTIDO NACIONAL LIBERTARIO,807
09110,PARTIDO POR LA DEMOCRACIA,503
09110,PARTIDO REPUBLICANO DE CHILE,491
09110,PARTIDO SOCIAL CRISTIANO,97
09110,PARTIDO SOCIALISTA DE CHILE,116
09110,RENOVACION NACIONAL,722
09110,UNION DEMOCRATA INDEPENDIENTE,302
09111,EVOLUCION POLITICA,1936
09111,FEDERACION REGIONALISTA VERDE SOCIAL,7055
09111,FRENTE AMPLIO,1834
09111,IND,54482
09111,MOVIMIENTO AMARILLOS POR CHILE,965
09111,PARTIDO DE LA GENTE,2601
09111,PARTIDO DEMOCRATA CRISTIANO,327
09111,PARTIDO DEMOCRATAS CHILE,262
09111,PARTIDO ECOLOGISTA VERDE,729
09111,PARTIDO NACIONAL LIBERTARIO,940
09111,PARTIDO POR LA DEMOCRACIA,1825
09111,PARTIDO REPUBLICANO DE CHILE,1944
09111,PARTIDO SOCIAL CRISTIANO,467
09111,PARTIDO SOCIALISTA DE CHILE,327
09111,RENOVACION NACIONAL,750
09111,UNION DEMOCRATA INDEPENDIENTE,248
09112,EVOLUCION POLITICA,21
09112,FEDERACION REGIONALISTA VERDE SOCIAL,184
09112,FRENTE AMPLIO,374
09112,IND,11750
09112,MOVIMIENTO AMARILLOS POR CHILE,147
09112,PARTIDO DE LA GENTE,407
09112,PARTIDO DEMOCRATA CRISTIANO,78
09112,PARTIDO DEMOCRATAS CHILE,584
09112,PARTIDO ECOLOGISTA VERDE,227
09112,PARTIDO NACIONAL LIBERTARIO,351
09112,PARTIDO POR LA DEMOCRACIA,454
09112,PARTIDO REPUBLICANO DE CHILE,308
09112,PARTIDO SOCIAL CRISTIANO,147
09112,RENOVACION NACIONAL,260
09112,UNION DEMOCRATA INDEPENDIENTE,691
09113,EVOLUCION POLITICA,4602
09113,FEDERACION REGIONALISTA VERDE SOCIAL,3645
09113,FRENTE AMPLIO,3014
09113,IND,115016
09113,MOVIMIENTO AMARILLOS POR CHILE,2819
09113,PARTIDO DE LA GENTE,5970
09113,PARTIDO DEMOCRATA CRISTIANO,500
09113,PARTIDO DEMOCRATAS CHILE,907
09113,PARTIDO ECOLOGISTA VERDE,1662
09113,PARTIDO NACIONAL LIBERTARIO,2137
09113,PARTIDO POR LA DEMOCRACIA,5369
09113,PARTIDO REPUBLICANO DE CHILE,5258
09113,PARTIDO SOCIAL CRISTIANO,4775
09113,PARTIDO SOCIALISTA DE CHILE,929
09113,RENOVACION NACIONAL,2186
09113,UNION DEMOCRATA INDEPENDIENTE,1445
09114,EVOLUCION POLITICA,21
09114,FEDERACION REGIONALISTA VERDE SOCIAL,188
09114,FRENTE AMPLIO,433
09114,IND,12568
09114,MOVIMIENTO AMARILLOS POR CHILE,217
09114,PARTIDO DE LA GENTE,434
09114,PARTIDO DEMOCRATA CRISTIANO,42
09114,PARTIDO DEMOCRATAS CHILE,563
09114,PARTIDO ECOLOGISTA VERDE,149
09114,PARTIDO NACIONAL LIBERTARIO,380
09114,PARTIDO POR LA DEMOCRACIA,1192
09114,PARTIDO REPUBLICANO DE CHILE,204
09114,PARTIDO SOCIAL CRISTIANO,95
09114,RENOVACION NACIONAL,355
09114,UNION DEMOCRATA INDEPENDIENTE,661
09115,EVOLUCION POLITICA,1580
09115,FEDERACION REGIONALISTA VERDE SOCIAL,728
09115,FRENTE AMPLIO,998
09115,IND,41962
09115,MOVIMIENTO AMARILLOS POR CHILE,4337
09115,PARTIDO DE LA GENTE,1564
09115,PARTIDO DEMOCRATA CRISTIANO,246
09115,PARTIDO DEMOCRATAS CHILE,198
09115,PARTIDO ECOLOGISTA VERDE,515
09115,PARTIDO NACIONAL LIBERTARIO,1202
09115,PARTIDO POR LA DEMOCRACIA,1540
09115,PARTIDO REPUBLICANO DE CHILE,1994
09115,PARTIDO SOCIAL CRISTIANO,544
09115,PARTIDO SOCIALISTA DE CHILE,376
09115,RENOVACION NACIONAL,907
09115,UNION DEMOCRATA INDEPENDIENTE,380
09116,EVOLUCION POLITICA,1776
09116,FEDERACION REGIONALISTA VERDE SOCIAL,946
09116,FRENTE AMPLIO,1927
09116,IND,53156
09116,MOVIMIENTO AMARILLOS POR CHILE,1143
09116,PARTIDO DE LA GENTE,2246
09116,PARTIDO DEMOCRATA CRISTIANO,229
09116,PARTIDO DEMOCRATAS CHILE,228
09116,PARTIDO ECOLOGISTA VERDE,1209
09116,PARTIDO NACIONAL LIBERTARIO,2259
09116,PARTIDO POR LA DEMOCRACIA,2164
09116,PARTIDO REPUBLICANO DE CHILE,3183
09116,PARTIDO SOCIAL CRISTIANO,472
09116,PARTIDO SOCIALISTA DE CHILE,517
09116,RENOVACION NACIONAL,1548
09116,UNION DEMOCRATA INDEPENDIENTE,1038
09117,EVOLUCION POLITICA,729
09117,FEDERACION REGIONALISTA VERDE SOCIAL,739
09117,FRENTE AMPLIO,1127
09117,IND,20714
09117,MOVIMIENTO AMARILLOS POR CHILE,812
09117,PARTIDO DE LA GENTE,876
09117,PARTIDO DEMOCRATA CRISTIANO,109
09117,PARTIDO DEMOCRATAS CHILE,91
09117,PARTIDO ECOLOGISTA VERDE,444
09117,PARTIDO NACIONAL LIBERTARIO,324
09117,PARTIDO POR LA DEMOCRACIA,1036
09117,PARTIDO REPUBLICANO DE CHILE,449
09117,PARTIDO SOCIAL CRISTIANO,168
09117,PARTIDO SOCIALISTA DE CHILE,119
09117,RENOVACION NACIONAL,255
09117,UNION DEMOCRATA INDEPENDIENTE,107
09118,EVOLUCION POLITICA,1128
09118,FEDERACION REGIONALISTA VERDE SOCIAL,885
09118,FRENTE AMPLIO,667
09118,IND,25284
09118,MOVIMIENTO AMARILLOS POR CHILE,682
09118,PARTIDO DE LA GENTE,1115
09118,PARTIDO DEMOCRATA CRISTIANO,116
09118,PARTIDO DEMOCRATAS CHILE,116
09118,PARTIDO ECOLOGISTA VERDE,410
09118,PARTIDO NACIONAL LIBERTARIO,792
09118,PARTIDO POR LA DEMOCRACIA,1139
09118,PARTIDO REPUBLICANO DE CHILE,983
09118,PARTIDO SOCIAL CRISTIANO,322
09118,PARTIDO SOCIALISTA DE CHILE,93
09118,RENOVACION NACIONAL,716
09118,UNION DEMOCRATA INDEPENDIENTE,329
09119,EVOLUCION POLITICA,103
09119,FEDERACION REGIONALISTA VERDE SOCIAL,593
09119,FRENTE AMPLIO,1111
09119,IND,45810
09119,MOVIMIENTO AMARILLOS POR CHILE,666
09119,PARTIDO DE LA GENTE,2210
09119,PARTIDO DEMOCRATA CRISTIANO,208
09119,PARTIDO DEMOCRATAS CHILE,1921
09119,PARTIDO ECOLOGISTA VERDE,606
09119,PARTIDO NACIONAL LIBERTARIO,1637
09119,PARTIDO POR LA DEMOCRACIA,2913
09119,PARTIDO REPUBLICANO DE CHILE,1539
09119,PARTIDO SOCIAL CRISTIANO,522
09119,RENOVACION NACIONAL,2189
09119,UNION DEMOCRATA INDEPENDIENTE,1810
09120,EVOLUCION POLITICA,2918
09120,FEDERACION REGIONALISTA VERDE SOCIAL,1331
09120,FRENTE AMPLIO,3032
09120,IND,105592
09120,MOVIMIENTO AMARILLOS POR CHILE,1793
09120,PARTIDO DE LA GENTE,4443
09120,PARTIDO DEMOCRATA CRISTIANO,528
09120,PARTIDO DEMOCRATAS CHILE,388
09120,PARTIDO ECOLOGISTA VERDE,1541
09120,PARTIDO NACIONAL LIBERTARIO,3490
09120,PARTIDO POR LA DEMOCRACIA,4917
09120,PARTIDO REPUBLICANO DE CHILE,4962
09120,PARTIDO SOCIAL CRISTIANO,776
09120,PARTIDO SOCIALISTA DE CHILE,889
09120,RENOVACION NACIONAL,2700
09120,UNION DEMOCRATA INDEPENDIENTE,8322
09121,EVOLUCION POLITICA,704
09121,FEDERACION REGIONALISTA VERDE SOCIAL,839
09121,FRENTE AMPLIO,663
09121,IND,21452
09121,MOVIMIENTO AMARILLOS POR CHILE,1485
09121,PARTIDO DE LA GENTE,1130
09121,PARTIDO DEMOCRATA CRISTIANO,97
09121,PARTIDO DEMOCRATAS CHILE,106
09121,PARTIDO ECOLOGISTA VERDE,354
09121,PARTIDO NACIONAL LIBERTARIO,319
09121,PARTIDO POR LA DEMOCRACIA,629
09121,PARTIDO REPUBLICANO DE CHILE,775
09121,PARTIDO SOCIAL CRISTIANO,183
09121,PARTIDO SOCIALISTA DE CHILE,110
09121,RENOVACION NACIONAL,525
09121,UNION DEMOCRATA INDEPENDIENTE,124
09201,EVOLUCION POLITICA,4963
09201,FEDERACION REGIONALISTA VERDE SOCIAL,658
09201,FRENTE AMPLIO,1267
09201,IND,82822
09201,MOVIMIENTO AMARILLOS POR CHILE,861
09201,PARTIDO DE LA GENTE,3408
09201,PARTIDO DEMOCRATA CRISTIANO,193
09201,PARTIDO DEMOCRATAS CHILE,888
09201,PARTIDO ECOLOGISTA VERDE,920
09201,PARTIDO NACIONAL LIBERTARIO,5134
09201,PARTIDO POR LA DEMOCRACIA,6699
09201,PARTIDO REPUBLICANO DE CHILE,3194
09201,PARTIDO SOCIAL CRISTIANO,286
09201,RENOVACION NACIONAL,1496
09201,UNION DEMOCRATA INDEPENDIENTE,5255
09202,EVOLUCION POLITICA,339
09202,FEDERACION REGIONALISTA VERDE SOCIAL,627
09202,FRENTE AMPLIO,892
09202,IND,38834
09202,MOVIMIENTO AMARILLOS POR CHILE,654
09202,PARTIDO DE LA GENTE,1728
09202,PARTIDO DEMOCRATA CRISTIANO,123
09202,PARTIDO DEMOCRATAS CHILE,886
09202,PARTIDO ECOLOGISTA VERDE,681
09202,PARTIDO NACIONAL LIBERTARIO,1749
09202,PARTIDO POR LA DEMOCRACIA,1323
09202,PARTIDO REPUBLICANO DE CHILE,1088
09202,PARTIDO SOCIAL CRISTIANO,310
09202,RENOVACION NACIONAL,1749
09202,UNION DEMOCRATA INDEPENDIENTE,2863
09203,EVOLUCION POLITICA,65
09203,FEDERACION REGIONALISTA VERDE SOCIAL,183
09203,FRENTE AMPLIO,833
09203,IND,29876
09203,MOVIMIENTO AMARILLOS POR CHILE,209
09203,PARTIDO DE LA GENTE,609
09203,PARTIDO DEMOCRATA CRISTIANO,57
09203,PARTIDO DEMOCRATAS CHILE,285
09203,PARTIDO ECOLOGISTA VERDE,249
09203,PARTIDO NACIONAL LIBERTARIO,882
09203,PARTIDO POR LA DEMOCRACIA,863
09203,PARTIDO REPUBLICANO DE CHILE,399
09203,PARTIDO SOCIAL CRISTIANO,349
09203,RENOVACION NACIONAL,7302
09203,UNION DEMOCRATA INDEPENDIENTE,659
09204,EVOLUCION POLITICA,53
09204,FEDERACION REGIONALISTA VERDE SOCIAL,1979
09204,FRENTE AMPLIO,434
09204,IND,13320
09204,MOVIMIENTO AMARILLOS POR CHILE,134
09204,PARTIDO DE LA GENTE,264
09204,PARTIDO DEMOCRATA CRISTIANO,27
09204,PARTIDO DEMOCRATAS CHILE,248
09204,PARTIDO ECOLOGISTA VERDE,148
09204,PARTIDO NACIONAL LIBERTARIO,469
09204,PARTIDO POR LA DEMOCRACIA,322
09204,PARTIDO REPUBLICANO DE CHILE,155
09204,PARTIDO SOCIAL CRISTIANO,40
09204,RENOVACION NACIONAL,494
09204,UNION DEMOCRATA INDEPENDIENTE,653
09205,EVOLUCION POLITICA,39
09205,FEDERACION REGIONALISTA VERDE SOCIAL,248
09205,FRENTE AMPLIO,992
09205,IND,17518
09205,MOVIMIENTO AMARILLOS POR CHILE,164
09205,PARTIDO DE LA GENTE,476
09205,PARTIDO DEMOCRATA CRISTIANO,46
09205,PARTIDO DEMOCRATAS CHILE,235
09205,PARTIDO ECOLOGISTA VERDE,286
09205,PARTIDO NACIONAL LIBERTARIO,484
09205,PARTIDO POR LA DEMOCRACIA,422
09205,PARTIDO REPUBLICANO DE CHILE,326
09205,PARTIDO SOCIAL CRISTIANO,282
09205,RENOVACION NACIONAL,1834
09205,UNION DEMOCRATA INDEPENDIENTE,800
09206,EVOLUCION POLITICA,221
09206,FEDERACION REGIONALISTA VERDE SOCIAL,187
09206,FRENTE AMPLIO,161
09206,IND,12640
09206,MOVIMIENTO AMARILLOS POR CHILE,178
09206,PARTIDO DE LA GENTE,403
09206,PARTIDO DEMOCRATA CRISTIANO,33
09206,PARTIDO DEMOCRATAS CHILE,394
09206,PARTIDO ECOLOGISTA VERDE,160
09206,PARTIDO NACIONAL LIBERTARIO,1436
09206,PARTIDO POR LA DEMOCRACIA,586
09206,PARTIDO REPUBLICANO DE CHILE,257
09206,PARTIDO SOCIAL CRISTIANO,59
09206,RENOVACION NACIONAL,258
09206,UNION DEMOCRATA INDEPENDIENTE,751
09207,EVOLUCION POLITICA,85
09207,FEDERACION REGIONALISTA VERDE SOCIAL,205
09207,FRENTE AMPLIO,410
09207,IND,14980
09207,MOVIMIENTO AMARILLOS POR CHILE,259
09207,PARTIDO DE LA GENTE,435
09207,PARTIDO DEMOCRATA CRISTIANO,54
09207,PARTIDO DEMOCRATAS CHILE,491
09207,PARTIDO ECOLOGISTA VERDE,238
09207,PARTIDO NACIONAL LIBERTARIO,974
09207,PARTIDO POR LA DEMOCRACIA,664
09207,PARTIDO REPUBLICANO DE CHILE,218
09207,PARTIDO SOCIAL CRISTIANO,84
09207,RENOVACION NACIONAL,606
09207,UNION DEMOCRATA INDEPENDIENTE,1223
09208,EVOLUCION POLITICA,131
09208,FEDERACION REGIONALISTA VERDE SOCIAL,326
09208,FRENTE AMPLIO,535
09208,IND,20184
09208,MOVIMIENTO AMARILLOS POR CHILE,267
09208,PARTIDO DE LA GENTE,647
09208,PARTIDO DEMOCRATA CRISTIANO,121
09208,PARTIDO DEMOCRATAS CHILE,1075
09208,PARTIDO ECOLOGISTA VERDE,284
09208,PARTIDO NACIONAL LIBERTARIO,792
09208,PARTIDO POR LA DEMOCRACIA,699
09208,PARTIDO REPUBLICANO DE CHILE,578
09208,PARTIDO SOCIAL CRISTIANO,153
09208,RENOVACION NACIONAL,1453
09208,UNION DEMOCRATA INDEPENDIENTE,1076
09209,EVOLUCION POLITICA,358
09209,FEDERACION REGIONALISTA VERDE SOCIAL,206
09209,FRENTE AMPLIO,288
09209,IND,17510
09209,MOVIMIENTO AMARILLOS POR CHILE,312
09209,PARTIDO DE LA GENTE,1063
09209,PARTIDO DEMOCRATA CRISTIANO,60
09209,PARTIDO DEMOCRATAS CHILE,206
09209,PARTIDO ECOLOGISTA VERDE,356
09209,PARTIDO NACIONAL LIBERTARIO,993
09209,PARTIDO POR LA DEMOCRACIA,844
09209,PARTIDO REPUBLICANO DE CHILE,684
09209,PARTIDO SOCIAL CRISTIANO,121
09209,RENOVACION NACIONAL,388
09209,UNION DEMOCRATA INDEPENDIENTE,807
09210,EVOLUCION POLITICA,104
09210,FEDERACION REGIONALISTA VERDE SOCIAL,417
09210,FRENTE AMPLIO,686
09210,IND,30298
09210,MOVIMIENTO AMARILLOS POR CHILE,467
09210,PARTIDO DE LA GENTE,853
09210,PARTIDO DEMOCRATA CRISTIANO,82
09210,PARTIDO DEMOCRATAS CHILE,773
09210,PARTIDO ECOLOGISTA VERDE,472
09210,PARTIDO NACIONAL LIBERTARIO,2777
09210,PARTIDO POR LA DEMOCRACIA,1682
09210,PARTIDO REPUBLICANO DE CHILE,321
09210,PARTIDO SOCIAL CRISTIANO,185
09210,RENOVACION NACIONAL,1055
09210,UNION DEMOCRATA INDEPENDIENTE,1890
09211,EVOLUCION POLITICA,137
09211,FEDERACION REGIONALISTA VERDE SOCIAL,775
09211,FRENTE AMPLIO,906
09211,IND,54530
09211,MOVIMIENTO AMARILLOS POR CHILE,492
09211,PARTIDO DE LA GENTE,1329
09211,PARTIDO DEMOCRATA CRISTIANO,152
09211,PARTIDO DEMOCRATAS CHILE,4293
09211,PARTIDO ECOLOGISTA VERDE,495
09211,PARTIDO NACIONAL LIBERTARIO,2103
09211,PARTIDO POR LA DEMOCRACIA,1960
09211,PARTIDO REPUBLICANO DE CHILE,964
09211,PARTIDO SOCIAL CRISTIANO,330
09211,RENOVACION NACIONAL,2663
09211,UNION DEMOCRATA INDEPENDIENTE,5969
10101,EVOLUCION POLITICA,3762
10101,FEDERACION REGIONALISTA VERDE SOCIAL,8132
10101,FRENTE AMPLIO,5677
10101,IND,372434
10101,PARTIDO COMUNISTA DE CHILE,2772
10101,PARTIDO DE LA GENTE,15112
10101,PARTIDO DEMOCRATA CRISTIANO,1449
10101,PARTIDO LIBERAL DE CHILE,26277
10101,PARTIDO NACIONAL LIBERTARIO,8188
10101,PARTIDO POR LA DEMOCRACIA,16255
10101,PARTIDO REPUBLICANO DE CHILE,23958
10101,PARTIDO SOCIAL CRISTIANO,1823
10101,PARTIDO SOCIALISTA DE CHILE,4050
10101,RENOVACION NACIONAL,25711
10101,UNION DEMOCRATA INDEPENDIENTE,4563
10102,EVOLUCION POLITICA,451
10102,FEDERACION REGIONALISTA VERDE SOCIAL,1540
10102,FRENTE AMPLIO,531
10102,IND,56082
10102,PARTIDO COMUNISTA DE CHILE,480
10102,PARTIDO DE LA GENTE,2706
10102,PARTIDO DEMOCRATA CRISTIANO,189
10102,PARTIDO LIBERAL DE CHILE,2206
10102,PARTIDO NACIONAL LIBERTARIO,915
10102,PARTIDO POR LA DEMOCRACIA,976
10102,PARTIDO REPUBLICANO DE CHILE,3323
10102,PARTIDO SOCIAL CRISTIANO,303
10102,PARTIDO SOCIALISTA DE CHILE,1033
10102,RENOVACION NACIONAL,4194
10102,UNION DEMOCRATA INDEPENDIENTE,979
10103,EVOLUCION POLITICA,34
10103,FEDERACION REGIONALISTA VERDE SOCIAL,1001
10103,FRENTE AMPLIO,103
10103,IND,22040
10103,PARTIDO DE LA GENTE,729
10103,PARTIDO DEMOCRATA CRISTIANO,1667
10103,PARTIDO LIBERAL DE CHILE,73
10103,PARTIDO NACIONAL LIBERTARIO,939
10103,PARTIDO POR LA DEMOCRACIA,1143
10103,PARTIDO REPUBLICANO DE CHILE,845
10103,PARTIDO SOCIALISTA DE CHILE,391
10103,RENOVACION NACIONAL,1115
10103,UNION DEMOCRATA INDEPENDIENTE,432
10104,EVOLUCION POLITICA,56
10104,FEDERACION REGIONALISTA VERDE SOCIAL,602
10104,FRENTE AMPLIO,258
10104,IND,35824
10104,PARTIDO DE LA GENTE,1267
10104,PARTIDO DEMOCRATA CRISTIANO,1512
10104,PARTIDO LIBERAL DE CHILE,163
10104,PARTIDO NACIONAL LIBERTARIO,1761
10104,PARTIDO POR LA DEMOCRACIA,4561
10104,PARTIDO REPUBLICANO DE CHILE,1502
10104,PARTIDO SOCIALISTA DE CHILE,690
10104,RENOVACION NACIONAL,1012
10104,UNION DEMOCRATA INDEPENDIENTE,1616
10105,EVOLUCION POLITICA,83
10105,FEDERACION REGIONALISTA VERDE SOCIAL,704
10105,FRENTE AMPLIO,151
10105,IND,30380
10105,PARTIDO DE LA GENTE,1338
10105,PARTIDO DEMOCRATA CRISTIANO,729
10105,PARTIDO LIBERAL DE CHILE,171
10105,PARTIDO NACIONAL LIBERTARIO,1553
10105,PARTIDO POR LA DEMOCRACIA,923
10105,PARTIDO REPUBLICANO DE CHILE,1172
10105,PARTIDO SOCIALISTA DE CHILE,646
10105,RENOVACION NACIONAL,1645
10105,UNION DEMOCRATA INDEPENDIENTE,1741
10106,EVOLUCION POLITICA,42
10106,FEDERACION REGIONALISTA VERDE SOCIAL,1629
10106,FRENTE AMPLIO,416
10106,IND,30278
10106,PARTIDO DE LA GENTE,1372
10106,PARTIDO DEMOCRATA CRISTIANO,1805
10106,PARTIDO LIBERAL DE CHILE,282
10106,PARTIDO NACIONAL LIBERTARIO,1448
10106,PARTIDO POR LA DEMOCRACIA,809
10106,PARTIDO REPUBLICANO DE CHILE,1318
10106,PARTIDO SOCIALISTA DE CHILE,484
10106,RENOVACION NACIONAL,966
10106,UNION DEMOCRATA INDEPENDIENTE,983
10107,EVOLUCION POLITICA,157
10107,FEDERACION REGIONALISTA VERDE SOCIAL,2670
10107,FRENTE AMPLIO,153
10107,IND,25206
10107,PARTIDO COMUNISTA DE CHILE,72
10107,PARTIDO DE LA GENTE,722
